"","ano","juri","juri_nombre","sexo_codigo","sexo_nombre","edad","poblacion"
"12793",2027,"22","CHACO","0","Ambos sexos","5-9",110215
"12794",2027,"22","CHACO","1","Varones","5-9",56218
"12795",2027,"22","CHACO","2","Mujeres","5-9",53997
"12796",2027,"22","CHACO","0","Ambos sexos","10-14",110770
"12797",2027,"22","CHACO","1","Varones","10-14",56501
"12798",2027,"22","CHACO","2","Mujeres","10-14",54269
"12799",2027,"22","CHACO","0","Ambos sexos","15-19",105679
"12800",2027,"22","CHACO","1","Varones","15-19",54233
"12801",2027,"22","CHACO","2","Mujeres","15-19",51446
"12802",2027,"22","CHACO","0","Ambos sexos","20-24",98508
"12803",2027,"22","CHACO","1","Varones","20-24",50360
"12804",2027,"22","CHACO","2","Mujeres","20-24",48148
"12805",2027,"22","CHACO","0","Ambos sexos","25-29",103737
"12806",2027,"22","CHACO","1","Varones","25-29",52517
"12807",2027,"22","CHACO","2","Mujeres","25-29",51220
"12808",2027,"22","CHACO","0","Ambos sexos","30-34",105985
"12809",2027,"22","CHACO","1","Varones","30-34",53131
"12810",2027,"22","CHACO","2","Mujeres","30-34",52854
"12811",2027,"22","CHACO","0","Ambos sexos","35-39",90371
"12812",2027,"22","CHACO","1","Varones","35-39",44310
"12813",2027,"22","CHACO","2","Mujeres","35-39",46061
"12814",2027,"22","CHACO","0","Ambos sexos","40-44",78152
"12815",2027,"22","CHACO","1","Varones","40-44",37613
"12816",2027,"22","CHACO","2","Mujeres","40-44",40539
"12817",2027,"22","CHACO","0","Ambos sexos","45-49",74959
"12818",2027,"22","CHACO","1","Varones","45-49",36141
"12819",2027,"22","CHACO","2","Mujeres","45-49",38818
"12820",2027,"22","CHACO","0","Ambos sexos","50-54",65139
"12821",2027,"22","CHACO","1","Varones","50-54",31356
"12822",2027,"22","CHACO","2","Mujeres","50-54",33783
"12823",2027,"22","CHACO","0","Ambos sexos","55-59",53862
"12824",2027,"22","CHACO","1","Varones","55-59",25756
"12825",2027,"22","CHACO","2","Mujeres","55-59",28106
"12826",2027,"22","CHACO","0","Ambos sexos","60-64",48370
"12827",2027,"22","CHACO","1","Varones","60-64",22929
"12828",2027,"22","CHACO","2","Mujeres","60-64",25441
"12829",2027,"22","CHACO","0","Ambos sexos","65-69",43046
"12830",2027,"22","CHACO","1","Varones","65-69",20131
"12831",2027,"22","CHACO","2","Mujeres","65-69",22915
"12832",2027,"22","CHACO","0","Ambos sexos","70-74",34474
"12833",2027,"22","CHACO","1","Varones","70-74",15735
"12834",2027,"22","CHACO","2","Mujeres","70-74",18739
"12835",2027,"22","CHACO","0","Ambos sexos","75-79",23651
"12836",2027,"22","CHACO","1","Varones","75-79",10248
"12837",2027,"22","CHACO","2","Mujeres","75-79",13403
"12838",2027,"22","CHACO","0","Ambos sexos","80-84",14214
"12839",2027,"22","CHACO","1","Varones","80-84",5582
"12840",2027,"22","CHACO","2","Mujeres","80-84",8632
"12841",2027,"22","CHACO","0","Ambos sexos","85-89",7797
"12842",2027,"22","CHACO","1","Varones","85-89",2618
"12843",2027,"22","CHACO","2","Mujeres","85-89",5179
"12844",2027,"22","CHACO","0","Ambos sexos","90-94",3586
"12845",2027,"22","CHACO","1","Varones","90-94",1020
"12846",2027,"22","CHACO","2","Mujeres","90-94",2566
"12847",2027,"22","CHACO","0","Ambos sexos","95-99",1199
"12848",2027,"22","CHACO","1","Varones","95-99",286
"12849",2027,"22","CHACO","2","Mujeres","95-99",913
"12850",2027,"22","CHACO","0","Ambos sexos","100 y más",308
"12851",2027,"22","CHACO","1","Varones","100 y más",60
"12852",2027,"22","CHACO","2","Mujeres","100 y más",248
"12853",2028,"22","CHACO","0","Ambos sexos","0-4",106768
"12854",2028,"22","CHACO","1","Varones","0-4",54422
"12855",2028,"22","CHACO","2","Mujeres","0-4",52346
"12856",2028,"22","CHACO","0","Ambos sexos","5-9",109500
"12857",2028,"22","CHACO","1","Varones","5-9",55856
"12858",2028,"22","CHACO","2","Mujeres","5-9",53644
"12859",2028,"22","CHACO","0","Ambos sexos","10-14",110646
"12860",2028,"22","CHACO","1","Varones","10-14",56437
"12861",2028,"22","CHACO","2","Mujeres","10-14",54209
"12862",2028,"22","CHACO","0","Ambos sexos","15-19",106955
"12863",2028,"22","CHACO","1","Varones","15-19",54776
"12864",2028,"22","CHACO","2","Mujeres","15-19",52179
"12865",2028,"22","CHACO","0","Ambos sexos","20-24",98142
"12866",2028,"22","CHACO","1","Varones","20-24",50265
"12867",2028,"22","CHACO","2","Mujeres","20-24",47877
"12868",2028,"22","CHACO","0","Ambos sexos","25-29",101236
"12869",2028,"22","CHACO","1","Varones","25-29",51290
"12870",2028,"22","CHACO","2","Mujeres","25-29",49946
"12871",2028,"22","CHACO","0","Ambos sexos","30-34",106402
"12872",2028,"22","CHACO","1","Varones","30-34",53451
"12873",2028,"22","CHACO","2","Mujeres","30-34",52951
"12874",2028,"22","CHACO","0","Ambos sexos","35-39",94110
"12875",2028,"22","CHACO","1","Varones","35-39",46346
"12876",2028,"22","CHACO","2","Mujeres","35-39",47764
"12877",2028,"22","CHACO","0","Ambos sexos","40-44",79103
"12878",2028,"22","CHACO","1","Varones","40-44",38122
"12879",2028,"22","CHACO","2","Mujeres","40-44",40981
"12880",2028,"22","CHACO","0","Ambos sexos","45-49",75400
"12881",2028,"22","CHACO","1","Varones","45-49",36309
"12882",2028,"22","CHACO","2","Mujeres","45-49",39091
"12883",2028,"22","CHACO","0","Ambos sexos","50-54",67484
"12884",2028,"22","CHACO","1","Varones","50-54",32486
"12885",2028,"22","CHACO","2","Mujeres","50-54",34998
"12886",2028,"22","CHACO","0","Ambos sexos","55-59",55106
"12887",2028,"22","CHACO","1","Varones","55-59",26332
"12888",2028,"22","CHACO","2","Mujeres","55-59",28774
"12889",2028,"22","CHACO","0","Ambos sexos","60-64",48658
"12890",2028,"22","CHACO","1","Varones","60-64",23034
"12891",2028,"22","CHACO","2","Mujeres","60-64",25624
"12892",2028,"22","CHACO","0","Ambos sexos","65-69",43596
"12893",2028,"22","CHACO","1","Varones","65-69",20344
"12894",2028,"22","CHACO","2","Mujeres","65-69",23252
"12895",2028,"22","CHACO","0","Ambos sexos","70-74",35444
"12896",2028,"22","CHACO","1","Varones","70-74",16138
"12897",2028,"22","CHACO","2","Mujeres","70-74",19306
"12898",2028,"22","CHACO","0","Ambos sexos","75-79",24790
"12899",2028,"22","CHACO","1","Varones","75-79",10745
"12900",2028,"22","CHACO","2","Mujeres","75-79",14045
"12901",2028,"22","CHACO","0","Ambos sexos","80-84",14835
"12902",2028,"22","CHACO","1","Varones","80-84",5863
"12903",2028,"22","CHACO","2","Mujeres","80-84",8972
"12904",2028,"22","CHACO","0","Ambos sexos","85-89",8062
"12905",2028,"22","CHACO","1","Varones","85-89",2729
"12906",2028,"22","CHACO","2","Mujeres","85-89",5333
"12907",2028,"22","CHACO","0","Ambos sexos","90-94",3744
"12908",2028,"22","CHACO","1","Varones","90-94",1064
"12909",2028,"22","CHACO","2","Mujeres","90-94",2680
"12910",2028,"22","CHACO","0","Ambos sexos","95-99",1263
"12911",2028,"22","CHACO","1","Varones","95-99",303
"12912",2028,"22","CHACO","2","Mujeres","95-99",960
"12913",2028,"22","CHACO","0","Ambos sexos","100 y más",337
"12914",2028,"22","CHACO","1","Varones","100 y más",66
"12915",2028,"22","CHACO","2","Mujeres","100 y más",271
"12916",2029,"22","CHACO","0","Ambos sexos","0-4",106066
"12917",2029,"22","CHACO","1","Varones","0-4",54065
"12918",2029,"22","CHACO","2","Mujeres","0-4",52001
"12919",2029,"22","CHACO","0","Ambos sexos","5-9",108736
"12920",2029,"22","CHACO","1","Varones","5-9",55466
"12921",2029,"22","CHACO","2","Mujeres","5-9",53270
"12922",2029,"22","CHACO","0","Ambos sexos","10-14",110392
"12923",2029,"22","CHACO","1","Varones","10-14",56308
"12924",2029,"22","CHACO","2","Mujeres","10-14",54084
"12925",2029,"22","CHACO","0","Ambos sexos","15-19",108031
"12926",2029,"22","CHACO","1","Varones","15-19",55193
"12927",2029,"22","CHACO","2","Mujeres","15-19",52838
"12928",2029,"22","CHACO","0","Ambos sexos","20-24",98342
"12929",2029,"22","CHACO","1","Varones","20-24",50471
"12930",2029,"22","CHACO","2","Mujeres","20-24",47871
"12931",2029,"22","CHACO","0","Ambos sexos","25-29",98772
"12932",2029,"22","CHACO","1","Varones","25-29",50084
"12933",2029,"22","CHACO","2","Mujeres","25-29",48688
"12934",2029,"22","CHACO","0","Ambos sexos","30-34",105999
"12935",2029,"22","CHACO","1","Varones","30-34",53335
"12936",2029,"22","CHACO","2","Mujeres","30-34",52664
"12937",2029,"22","CHACO","0","Ambos sexos","35-39",97680
"12938",2029,"22","CHACO","1","Varones","35-39",48313
"12939",2029,"22","CHACO","2","Mujeres","35-39",49367
"12940",2029,"22","CHACO","0","Ambos sexos","40-44",80603
"12941",2029,"22","CHACO","1","Varones","40-44",38930
"12942",2029,"22","CHACO","2","Mujeres","40-44",41673
"12943",2029,"22","CHACO","0","Ambos sexos","45-49",75670
"12944",2029,"22","CHACO","1","Varones","45-49",36392
"12945",2029,"22","CHACO","2","Mujeres","45-49",39278
"12946",2029,"22","CHACO","0","Ambos sexos","50-54",69609
"12947",2029,"22","CHACO","1","Varones","50-54",33512
"12948",2029,"22","CHACO","2","Mujeres","50-54",36097
"12949",2029,"22","CHACO","0","Ambos sexos","55-59",56659
"12950",2029,"22","CHACO","1","Varones","55-59",27057
"12951",2029,"22","CHACO","2","Mujeres","55-59",29602
"12952",2029,"22","CHACO","0","Ambos sexos","60-64",49037
"12953",2029,"22","CHACO","1","Varones","60-64",23184
"12954",2029,"22","CHACO","2","Mujeres","60-64",25853
"12955",2029,"22","CHACO","0","Ambos sexos","65-69",44059
"12956",2029,"22","CHACO","1","Varones","65-69",20519
"12957",2029,"22","CHACO","2","Mujeres","65-69",23540
"12958",2029,"22","CHACO","0","Ambos sexos","70-74",36325
"12959",2029,"22","CHACO","1","Varones","70-74",16503
"12960",2029,"22","CHACO","2","Mujeres","70-74",19822
"12961",2029,"22","CHACO","0","Ambos sexos","75-79",25931
"12962",2029,"22","CHACO","1","Varones","75-79",11235
"12963",2029,"22","CHACO","2","Mujeres","75-79",14696
"12964",2029,"22","CHACO","0","Ambos sexos","80-84",15527
"12965",2029,"22","CHACO","1","Varones","80-84",6167
"12966",2029,"22","CHACO","2","Mujeres","80-84",9360
"12967",2029,"22","CHACO","0","Ambos sexos","85-89",8358
"12968",2029,"22","CHACO","1","Varones","85-89",2860
"12969",2029,"22","CHACO","2","Mujeres","85-89",5498
"12970",2029,"22","CHACO","0","Ambos sexos","90-94",3902
"12971",2029,"22","CHACO","1","Varones","90-94",1107
"12972",2029,"22","CHACO","2","Mujeres","90-94",2795
"12973",2029,"22","CHACO","0","Ambos sexos","95-99",1335
"12974",2029,"22","CHACO","1","Varones","95-99",324
"12975",2029,"22","CHACO","2","Mujeres","95-99",1011
"12976",2029,"22","CHACO","0","Ambos sexos","100 y más",364
"12977",2029,"22","CHACO","1","Varones","100 y más",71
"12978",2029,"22","CHACO","2","Mujeres","100 y más",293
"12979",2030,"22","CHACO","0","Ambos sexos","0-4",105397
"12980",2030,"22","CHACO","1","Varones","0-4",53725
"12981",2030,"22","CHACO","2","Mujeres","0-4",51672
"12982",2030,"22","CHACO","0","Ambos sexos","5-9",107948
"12983",2030,"22","CHACO","1","Varones","5-9",55064
"12984",2030,"22","CHACO","2","Mujeres","5-9",52884
"12985",2030,"22","CHACO","0","Ambos sexos","10-14",110006
"12986",2030,"22","CHACO","1","Varones","10-14",56115
"12987",2030,"22","CHACO","2","Mujeres","10-14",53891
"12988",2030,"22","CHACO","0","Ambos sexos","15-19",108748
"12989",2030,"22","CHACO","1","Varones","15-19",55404
"12990",2030,"22","CHACO","2","Mujeres","15-19",53344
"12991",2030,"22","CHACO","0","Ambos sexos","20-24",99098
"12992",2030,"22","CHACO","1","Varones","20-24",50959
"12993",2030,"22","CHACO","2","Mujeres","20-24",48139
"12994",2030,"22","CHACO","0","Ambos sexos","25-29",96613
"12995",2030,"22","CHACO","1","Varones","25-29",49050
"12996",2030,"22","CHACO","2","Mujeres","25-29",47563
"12997",2030,"22","CHACO","0","Ambos sexos","30-34",104847
"12998",2030,"22","CHACO","1","Varones","30-34",52818
"12999",2030,"22","CHACO","2","Mujeres","30-34",52029
"13000",2030,"22","CHACO","0","Ambos sexos","35-39",100734
"13001",2030,"22","CHACO","1","Varones","35-39",50013
"13002",2030,"22","CHACO","2","Mujeres","35-39",50721
"13003",2030,"22","CHACO","0","Ambos sexos","40-44",82762
"13004",2030,"22","CHACO","1","Varones","40-44",40104
"13005",2030,"22","CHACO","2","Mujeres","40-44",42658
"13006",2030,"22","CHACO","0","Ambos sexos","45-49",75896
"13007",2030,"22","CHACO","1","Varones","45-49",36466
"13008",2030,"22","CHACO","2","Mujeres","45-49",39430
"13009",2030,"22","CHACO","0","Ambos sexos","50-54",71329
"13010",2030,"22","CHACO","1","Varones","50-54",34331
"13011",2030,"22","CHACO","2","Mujeres","50-54",36998
"13012",2030,"22","CHACO","0","Ambos sexos","55-59",58553
"13013",2030,"22","CHACO","1","Varones","55-59",27953
"13014",2030,"22","CHACO","2","Mujeres","55-59",30600
"13015",2030,"22","CHACO","0","Ambos sexos","60-64",49581
"13016",2030,"22","CHACO","1","Varones","60-64",23417
"13017",2030,"22","CHACO","2","Mujeres","60-64",26164
"13018",2030,"22","CHACO","0","Ambos sexos","65-69",44429
"13019",2030,"22","CHACO","1","Varones","65-69",20657
"13020",2030,"22","CHACO","2","Mujeres","65-69",23772
"13021",2030,"22","CHACO","0","Ambos sexos","70-74",37136
"13022",2030,"22","CHACO","1","Varones","70-74",16830
"13023",2030,"22","CHACO","2","Mujeres","70-74",20306
"13024",2030,"22","CHACO","0","Ambos sexos","75-79",27025
"13025",2030,"22","CHACO","1","Varones","75-79",11702
"13026",2030,"22","CHACO","2","Mujeres","75-79",15323
"13027",2030,"22","CHACO","0","Ambos sexos","80-84",16314
"13028",2030,"22","CHACO","1","Varones","80-84",6505
"13029",2030,"22","CHACO","2","Mujeres","80-84",9809
"13030",2030,"22","CHACO","0","Ambos sexos","85-89",8686
"13031",2030,"22","CHACO","1","Varones","85-89",3002
"13032",2030,"22","CHACO","2","Mujeres","85-89",5684
"13033",2030,"22","CHACO","0","Ambos sexos","90-94",4058
"13034",2030,"22","CHACO","1","Varones","90-94",1155
"13035",2030,"22","CHACO","2","Mujeres","90-94",2903
"13036",2030,"22","CHACO","0","Ambos sexos","95-99",1407
"13037",2030,"22","CHACO","1","Varones","95-99",341
"13038",2030,"22","CHACO","2","Mujeres","95-99",1066
"13039",2030,"22","CHACO","0","Ambos sexos","100 y más",397
"13040",2030,"22","CHACO","1","Varones","100 y más",79
"13041",2030,"22","CHACO","2","Mujeres","100 y más",318
"13042",2031,"22","CHACO","0","Ambos sexos","0-4",104746
"13043",2031,"22","CHACO","1","Varones","0-4",53393
"13044",2031,"22","CHACO","2","Mujeres","0-4",51353
"13045",2031,"22","CHACO","0","Ambos sexos","5-9",107162
"13046",2031,"22","CHACO","1","Varones","5-9",54665
"13047",2031,"22","CHACO","2","Mujeres","5-9",52497
"13048",2031,"22","CHACO","0","Ambos sexos","10-14",109494
"13049",2031,"22","CHACO","1","Varones","10-14",55857
"13050",2031,"22","CHACO","2","Mujeres","10-14",53637
"13051",2031,"22","CHACO","0","Ambos sexos","15-19",108854
"13052",2031,"22","CHACO","1","Varones","15-19",55460
"13053",2031,"22","CHACO","2","Mujeres","15-19",53394
"13054",2031,"22","CHACO","0","Ambos sexos","20-24",100495
"13055",2031,"22","CHACO","1","Varones","20-24",51598
"13056",2031,"22","CHACO","2","Mujeres","20-24",48897
"13057",2031,"22","CHACO","0","Ambos sexos","25-29",94984
"13058",2031,"22","CHACO","1","Varones","25-29",48306
"13059",2031,"22","CHACO","2","Mujeres","25-29",46678
"13060",2031,"22","CHACO","0","Ambos sexos","30-34",103044
"13061",2031,"22","CHACO","1","Varones","30-34",51947
"13062",2031,"22","CHACO","2","Mujeres","30-34",51097
"13063",2031,"22","CHACO","0","Ambos sexos","35-39",102973
"13064",2031,"22","CHACO","1","Varones","35-39",51297
"13065",2031,"22","CHACO","2","Mujeres","35-39",51676
"13066",2031,"22","CHACO","0","Ambos sexos","40-44",85657
"13067",2031,"22","CHACO","1","Varones","40-44",41671
"13068",2031,"22","CHACO","2","Mujeres","40-44",43986
"13069",2031,"22","CHACO","0","Ambos sexos","45-49",76244
"13070",2031,"22","CHACO","1","Varones","45-49",36621
"13071",2031,"22","CHACO","2","Mujeres","45-49",39623
"13072",2031,"22","CHACO","0","Ambos sexos","50-54",72558
"13073",2031,"22","CHACO","1","Varones","50-54",34896
"13074",2031,"22","CHACO","2","Mujeres","50-54",37662
"13075",2031,"22","CHACO","0","Ambos sexos","55-59",60735
"13076",2031,"22","CHACO","1","Varones","55-59",28993
"13077",2031,"22","CHACO","2","Mujeres","55-59",31742
"13078",2031,"22","CHACO","0","Ambos sexos","60-64",50315
"13079",2031,"22","CHACO","1","Varones","60-64",23743
"13080",2031,"22","CHACO","2","Mujeres","60-64",26572
"13081",2031,"22","CHACO","0","Ambos sexos","65-69",44735
"13082",2031,"22","CHACO","1","Varones","65-69",20772
"13083",2031,"22","CHACO","2","Mujeres","65-69",23963
"13084",2031,"22","CHACO","0","Ambos sexos","70-74",37864
"13085",2031,"22","CHACO","1","Varones","70-74",17124
"13086",2031,"22","CHACO","2","Mujeres","70-74",20740
"13087",2031,"22","CHACO","0","Ambos sexos","75-79",28062
"13088",2031,"22","CHACO","1","Varones","75-79",12132
"13089",2031,"22","CHACO","2","Mujeres","75-79",15930
"13090",2031,"22","CHACO","0","Ambos sexos","80-84",17167
"13091",2031,"22","CHACO","1","Varones","80-84",6868
"13092",2031,"22","CHACO","2","Mujeres","80-84",10299
"13093",2031,"22","CHACO","0","Ambos sexos","85-89",9053
"13094",2031,"22","CHACO","1","Varones","85-89",3159
"13095",2031,"22","CHACO","2","Mujeres","85-89",5894
"13096",2031,"22","CHACO","0","Ambos sexos","90-94",4217
"13097",2031,"22","CHACO","1","Varones","90-94",1209
"13098",2031,"22","CHACO","2","Mujeres","90-94",3008
"13099",2031,"22","CHACO","0","Ambos sexos","95-99",1495
"13100",2031,"22","CHACO","1","Varones","95-99",364
"13101",2031,"22","CHACO","2","Mujeres","95-99",1131
"13102",2031,"22","CHACO","0","Ambos sexos","100 y más",424
"13103",2031,"22","CHACO","1","Varones","100 y más",83
"13104",2031,"22","CHACO","2","Mujeres","100 y más",341
"13105",2032,"22","CHACO","0","Ambos sexos","0-4",104086
"13106",2032,"22","CHACO","1","Varones","0-4",53058
"13107",2032,"22","CHACO","2","Mujeres","0-4",51028
"13108",2032,"22","CHACO","0","Ambos sexos","5-9",106396
"13109",2032,"22","CHACO","1","Varones","5-9",54273
"13110",2032,"22","CHACO","2","Mujeres","5-9",52123
"13111",2032,"22","CHACO","0","Ambos sexos","10-14",108868
"13112",2032,"22","CHACO","1","Varones","10-14",55538
"13113",2032,"22","CHACO","2","Mujeres","10-14",53330
"13114",2032,"22","CHACO","0","Ambos sexos","15-19",108873
"13115",2032,"22","CHACO","1","Varones","15-19",55477
"13116",2032,"22","CHACO","2","Mujeres","15-19",53396
"13117",2032,"22","CHACO","0","Ambos sexos","20-24",101889
"13118",2032,"22","CHACO","1","Varones","20-24",52218
"13119",2032,"22","CHACO","2","Mujeres","20-24",49671
"13120",2032,"22","CHACO","0","Ambos sexos","25-29",93973
"13121",2032,"22","CHACO","1","Varones","25-29",47881
"13122",2032,"22","CHACO","2","Mujeres","25-29",46092
"13123",2032,"22","CHACO","0","Ambos sexos","30-34",100789
"13124",2032,"22","CHACO","1","Varones","30-34",50845
"13125",2032,"22","CHACO","2","Mujeres","30-34",49944
"13126",2032,"22","CHACO","0","Ambos sexos","35-39",104289
"13127",2032,"22","CHACO","1","Varones","35-39",52090
"13128",2032,"22","CHACO","2","Mujeres","35-39",52199
"13129",2032,"22","CHACO","0","Ambos sexos","40-44",89137
"13130",2032,"22","CHACO","1","Varones","40-44",43565
"13131",2032,"22","CHACO","2","Mujeres","40-44",45572
"13132",2032,"22","CHACO","0","Ambos sexos","45-49",76840
"13133",2032,"22","CHACO","1","Varones","45-49",36920
"13134",2032,"22","CHACO","2","Mujeres","45-49",39920
"13135",2032,"22","CHACO","0","Ambos sexos","50-54",73327
"13136",2032,"22","CHACO","1","Varones","50-54",35227
"13137",2032,"22","CHACO","2","Mujeres","50-54",38100
"13138",2032,"22","CHACO","0","Ambos sexos","55-59",63059
"13139",2032,"22","CHACO","1","Varones","55-59",30115
"13140",2032,"22","CHACO","2","Mujeres","55-59",32944
"13141",2032,"22","CHACO","0","Ambos sexos","60-64",51287
"13142",2032,"22","CHACO","1","Varones","60-64",24181
"13143",2032,"22","CHACO","2","Mujeres","60-64",27106
"13144",2032,"22","CHACO","0","Ambos sexos","65-69",45018
"13145",2032,"22","CHACO","1","Varones","65-69",20874
"13146",2032,"22","CHACO","2","Mujeres","65-69",24144
"13147",2032,"22","CHACO","0","Ambos sexos","70-74",38516
"13148",2032,"22","CHACO","1","Varones","70-74",17383
"13149",2032,"22","CHACO","2","Mujeres","70-74",21133
"13150",2032,"22","CHACO","0","Ambos sexos","75-79",29013
"13151",2032,"22","CHACO","1","Varones","75-79",12523
"13152",2032,"22","CHACO","2","Mujeres","75-79",16490
"13153",2032,"22","CHACO","0","Ambos sexos","80-84",18089
"13154",2032,"22","CHACO","1","Varones","80-84",7255
"13155",2032,"22","CHACO","2","Mujeres","80-84",10834
"13156",2032,"22","CHACO","0","Ambos sexos","85-89",9474
"13157",2032,"22","CHACO","1","Varones","85-89",3334
"13158",2032,"22","CHACO","2","Mujeres","85-89",6140
"13159",2032,"22","CHACO","0","Ambos sexos","90-94",4385
"13160",2032,"22","CHACO","1","Varones","90-94",1273
"13161",2032,"22","CHACO","2","Mujeres","90-94",3112
"13162",2032,"22","CHACO","0","Ambos sexos","95-99",1572
"13163",2032,"22","CHACO","1","Varones","95-99",379
"13164",2032,"22","CHACO","2","Mujeres","95-99",1193
"13165",2032,"22","CHACO","0","Ambos sexos","100 y más",457
"13166",2032,"22","CHACO","1","Varones","100 y más",91
"13167",2032,"22","CHACO","2","Mujeres","100 y más",366
"13168",2033,"22","CHACO","0","Ambos sexos","0-4",103412
"13169",2033,"22","CHACO","1","Varones","0-4",52714
"13170",2033,"22","CHACO","2","Mujeres","0-4",50698
"13171",2033,"22","CHACO","0","Ambos sexos","5-9",105671
"13172",2033,"22","CHACO","1","Varones","5-9",53906
"13173",2033,"22","CHACO","2","Mujeres","5-9",51765
"13174",2033,"22","CHACO","0","Ambos sexos","10-14",108154
"13175",2033,"22","CHACO","1","Varones","10-14",55177
"13176",2033,"22","CHACO","2","Mujeres","10-14",52977
"13177",2033,"22","CHACO","0","Ambos sexos","15-19",108752
"13178",2033,"22","CHACO","1","Varones","15-19",55415
"13179",2033,"22","CHACO","2","Mujeres","15-19",53337
"13180",2033,"22","CHACO","0","Ambos sexos","20-24",103172
"13181",2033,"22","CHACO","1","Varones","20-24",52762
"13182",2033,"22","CHACO","2","Mujeres","20-24",50410
"13183",2033,"22","CHACO","0","Ambos sexos","25-29",93612
"13184",2033,"22","CHACO","1","Varones","25-29",47794
"13185",2033,"22","CHACO","2","Mujeres","25-29",45818
"13186",2033,"22","CHACO","0","Ambos sexos","30-34",98305
"13187",2033,"22","CHACO","1","Varones","30-34",49629
"13188",2033,"22","CHACO","2","Mujeres","30-34",48676
"13189",2033,"22","CHACO","0","Ambos sexos","35-39",104716
"13190",2033,"22","CHACO","1","Varones","35-39",52414
"13191",2033,"22","CHACO","2","Mujeres","35-39",52302
"13192",2033,"22","CHACO","0","Ambos sexos","40-44",92863
"13193",2033,"22","CHACO","1","Varones","40-44",45591
"13194",2033,"22","CHACO","2","Mujeres","40-44",47272
"13195",2033,"22","CHACO","0","Ambos sexos","45-49",77797
"13196",2033,"22","CHACO","1","Varones","45-49",37434
"13197",2033,"22","CHACO","2","Mujeres","45-49",40363
"13198",2033,"22","CHACO","0","Ambos sexos","50-54",73782
"13199",2033,"22","CHACO","1","Varones","50-54",35403
"13200",2033,"22","CHACO","2","Mujeres","50-54",38379
"13201",2033,"22","CHACO","0","Ambos sexos","55-59",65377
"13202",2033,"22","CHACO","1","Varones","55-59",31227
"13203",2033,"22","CHACO","2","Mujeres","55-59",34150
"13204",2033,"22","CHACO","0","Ambos sexos","60-64",52513
"13205",2033,"22","CHACO","1","Varones","60-64",24748
"13206",2033,"22","CHACO","2","Mujeres","60-64",27765
"13207",2033,"22","CHACO","0","Ambos sexos","65-69",45347
"13208",2033,"22","CHACO","1","Varones","65-69",21007
"13209",2033,"22","CHACO","2","Mujeres","65-69",24340
"13210",2033,"22","CHACO","0","Ambos sexos","70-74",39071
"13211",2033,"22","CHACO","1","Varones","70-74",17601
"13212",2033,"22","CHACO","2","Mujeres","70-74",21470
"13213",2033,"22","CHACO","0","Ambos sexos","75-79",29904
"13214",2033,"22","CHACO","1","Varones","75-79",12883
"13215",2033,"22","CHACO","2","Mujeres","75-79",17021
"13216",2033,"22","CHACO","0","Ambos sexos","80-84",19032
"13217",2033,"22","CHACO","1","Varones","80-84",7642
"13218",2033,"22","CHACO","2","Mujeres","80-84",11390
"13219",2033,"22","CHACO","0","Ambos sexos","85-89",9937
"13220",2033,"22","CHACO","1","Varones","85-89",3525
"13221",2033,"22","CHACO","2","Mujeres","85-89",6412
"13222",2033,"22","CHACO","0","Ambos sexos","90-94",4567
"13223",2033,"22","CHACO","1","Varones","90-94",1341
"13224",2033,"22","CHACO","2","Mujeres","90-94",3226
"13225",2033,"22","CHACO","0","Ambos sexos","95-99",1655
"13226",2033,"22","CHACO","1","Varones","95-99",400
"13227",2033,"22","CHACO","2","Mujeres","95-99",1255
"13228",2033,"22","CHACO","0","Ambos sexos","100 y más",491
"13229",2033,"22","CHACO","1","Varones","100 y más",97
"13230",2033,"22","CHACO","2","Mujeres","100 y más",394
"13231",2034,"22","CHACO","0","Ambos sexos","0-4",102734
"13232",2034,"22","CHACO","1","Varones","0-4",52369
"13233",2034,"22","CHACO","2","Mujeres","0-4",50365
"13234",2034,"22","CHACO","0","Ambos sexos","5-9",104970
"13235",2034,"22","CHACO","1","Varones","5-9",53551
"13236",2034,"22","CHACO","2","Mujeres","5-9",51419
"13237",2034,"22","CHACO","0","Ambos sexos","10-14",107394
"13238",2034,"22","CHACO","1","Varones","10-14",54788
"13239",2034,"22","CHACO","2","Mujeres","10-14",52606
"13240",2034,"22","CHACO","0","Ambos sexos","15-19",108505
"13241",2034,"22","CHACO","1","Varones","15-19",55289
"13242",2034,"22","CHACO","2","Mujeres","15-19",53216
"13243",2034,"22","CHACO","0","Ambos sexos","20-24",104250
"13244",2034,"22","CHACO","1","Varones","20-24",53182
"13245",2034,"22","CHACO","2","Mujeres","20-24",51068
"13246",2034,"22","CHACO","0","Ambos sexos","25-29",93816
"13247",2034,"22","CHACO","1","Varones","25-29",48001
"13248",2034,"22","CHACO","2","Mujeres","25-29",45815
"13249",2034,"22","CHACO","0","Ambos sexos","30-34",95859
"13250",2034,"22","CHACO","1","Varones","30-34",48435
"13251",2034,"22","CHACO","2","Mujeres","30-34",47424
"13252",2034,"22","CHACO","0","Ambos sexos","35-39",104322
"13253",2034,"22","CHACO","1","Varones","35-39",52305
"13254",2034,"22","CHACO","2","Mujeres","35-39",52017
"13255",2034,"22","CHACO","0","Ambos sexos","40-44",96423
"13256",2034,"22","CHACO","1","Varones","40-44",47549
"13257",2034,"22","CHACO","2","Mujeres","40-44",48874
